"
On-call support can have individuals working at odd hours",4.0,"
The team and the people seem great! Very smart and very will to help anyone.",Current Employee Business Process Manager in Redmond WA,2019-05-13,microsoft
"
Corporate leadership doesn't care about employees. Zero accountability when concerns are raised.",1.0,"
Great benefits, great networking and pay is decent",Former Employee Assistant Store Manager in Canoga Park CA,2019-06-04,microsoft
"
- Can seem alienating to those who don't fit the mold - The fast paced PM business side of things don't mesh well with engineering, engineering wants something effective and in full working condition whereas PM wants to say this has been done regardless of how effective it is.",3.0,"
-Get to work on projects that customers see every day - Working with the best and brightest - Vacation time is incredible, not strict about time off",Current Employee Technical Program Manager,2019-05-13,microsoft
"
If you get a mad manager, your experience will suck.",5.0,"
Great benefits and pay. Good WLB.",Current Employee Anonymous Employee,2019-04-20,microsoft
"
Maybe it's not the ""coolest"" company?",5.0,"
Ton of smart people, exciting products and projects and initiatives across umer, enterprise, and research domains.",Current Employee Program Manager in Redmond WA,2019-04-25,microsoft
"
Design culture needs to pick up",4.0,"
As a company its moving in the right direction",Current Employee User Experience Designer,2019-05-09,microsoft
"
Design culture needs to pick up",4.0,"
As a company its moving in the right direction",Current Employee User Experience Designer,2019-05-09,microsoft
"
Legacy codebase which make debugging a major jon",5.0,"
Good work life balance for freshers",Former Employee Software Developer,2019-04-24,microsoft
"
Upper management could care less about you. Depending on your roll you’ll spend more time in meetings then working.",4.0,"
Lot of great people Challenging work Lower management advocates for your growth",Current Employee Anonymous Employee,2019-05-08,microsoft
"
Frustrating if you're trying to get stuff done.",2.0,"
Great pay if you want to chill and pay politics",Current Employee Senior Software Engineer in Redmond WA,2019-05-02,microsoft
"
None what so ever at all",4.0,"
Benefits and growth and salary",Former Employee Software Engineer in Redmond WA,2019-05-07,microsoft
"
Lots of room to still grow. Still significant favoritism and politicking Inistent middle management, misalignment between leadership layers",5.0,"
Culture is becoming more transparent, authentic & vulnerable. New projects are exciting, high energy Leadership is working to be more self-accountable Stock price",Current Employee Human Resources Recruiting in Redmond WA,2019-04-11,microsoft
"
Slow promotion and slow salary increase",5.0,"
Good people, not too much stress, right amount of work, able to work remotely as long as you want to, money is good enough",Current Employee Designer in Redmond WA,2019-04-21,microsoft
"
none I really liked working there",5.0,"
I got to play xbox A lot",Former Employee Technician,2019-04-21,microsoft
"
Fast pace and matrix organizational challenges",5.0,"
Great pay, creative environment and good benefits",Current Employee Director in Seattle WA,2019-04-20,microsoft
"
Tons of email and meetings",5.0,"
People are collaborators, true team mates",Current Employee Business Program Manager in Sammamish WA,2019-04-19,microsoft
"
It is really really big",5.0,"
Loved it very very much",Current Employee Software Development Engineer,2019-04-19,microsoft
"
Not as many perks as other giant companies in the bay.",3.0,"
Great company to work for with adequate amount of training to get you ramped up for your role.",Former Employee ultant,2019-05-02,microsoft
"
Hard company to land a job",4.0,"
Good company to work for",Current Employee Anonymous Employee,2019-05-01,microsoft
"
Extremely long hours Egotistical upper management",3.0,"
Free beverages, air conditioned environment",Former Employee Business Services Manager,2019-05-01,microsoft
"
Sometime personal interaction lacks as a result",5.0,"
I like the flexibility in working hours and this is one of the most motivating factor I am working here.",Current Employee Senior Finance Manager,2019-04-16,microsoft
"
culture stack ranking is toxic",3.0,"
Pay is good with avg benefits",Former Employee Account Executive,2019-04-30,microsoft
"
culture stack ranking is toxic",3.0,"
Pay is good with avg benefits",Former Employee Account Executive,2019-04-30,microsoft
"
Sometimes teams can be a little siloed (even feature teams working on the same product) and there can be a lack of communication which results in some wasted effort or different components of a project not cleanly coming together",5.0,"
Was my first software engineering position out of college. I benefitted a lot from feedback from more senior engineers and learned good industry practices including things like writing technical designs, giving useful code review feedback, and writing decoupled and testable code. I felt like it prepared me well to take on my next technical role. Also, got to work on some interesting problems while also having pretty good...
Show More",Former Employee Software Engineer II in Cambridge MA,2019-04-15,microsoft
"
You work retail so good luck getting weekends off unless you are applying for specific positions",5.0,"
Great benefits. Fun atmosphere as you work with technologies everyday",Current Employee Store Trainer in Seattle WA,2019-04-15,microsoft
"
Can sometimes get too license focused",5.0,"
Plenty of opportunity to learn and grow. Bunch of Smart people to learn from",Former Employee Senior Account Manager in Chicago IL,2019-04-15,microsoft
"
No one cares... your boss, they better be strong and have backbone and conviction or you may experience an awful work environment. This isn’t similar to other companies, this is a tant within Microsoft. Let me give me context. Yes - MICROSOFT is obsessed with diversity but this also means that often the best qualified person didn’t get the job. I’ve watched this happen time and time again. When you interview...
Show More",1.0,"
Microsoft has fanatic product and solutions offering with solid training programs. Excellent benefits.",Former Employee Principal in Houston TX,2019-05-21,microsoft
"
Your success is driven completely by the local DM / RM",3.0,"
Great Technology, benefits, nice offices",Former Employee Sales Specialist in Overland Park KS,2019-04-24,microsoft
"
A technician is all hardware based, no skill in OS or Networking required and achieving a higher up position in these fields is nigh impossible as the administrators/junior engineers are outsourced to India. People that move up are typically those who are self-serving and lacking empathy. It's all about playing politics. There currently isn't adequate staffing for a 24/7 site. If you want overtime you'll get...
Show More",4.0,"
Great A++ benefits. Average pay for technician role. Easy going environment. Lots of free things offered to grow your knowledge base, such as free Microsoft vouchers and access to ebooks. I would return to Microsoft for a job but probably not at the datacenter.",Former Employee Datacenter Technician in Cheyenne WY,2019-04-24,microsoft
"
Confusing management styles It was difficult and confusing to get promotions. They seemed arbitrarily given out.",3.0,"
Management was pretty loose, until they're not. Reliably stocked kitchens were great They remodel the buildings occasionally which is nice Benefits were great",Former Employee Software Engineer Developer in Redmond WA,2019-04-27,microsoft
"
Too much politics in the workplace",3.0,"
Nice benefits and perks all the time.",Current Employee Software Development Engineer,2019-04-27,microsoft
"
Scope of work is sometimes limited. Not competitively pay.",5.0,"
Resources to learn on many challenging projects",Current Employee Software Development Engineer,2019-04-11,microsoft
"
its a really big tech company easy to get lost in the shuffle. many technologies so you will have to pick and choose which ones to become an expert on.",5.0,"
benefits are amazing, great work culture, cool technology. working in the cloud is very cutting edge. Microsoft is a leader in so many areas ! Microsoft is really hitting on all 8 cylinders and growth is amazing.",Current Employee Cloud Solution Architect,2019-04-07,microsoft
"
tant fear of being fired or reorged into oblivion, passive aggressive backstabbing politics, lots of useless work, diseconomies of scale and subtle infighting. HR contortions of logic, lies. nonsense to feed media about being less darwinian, but actually under the surface even worse than ever. Now in addition to darwinian I would add orwellian. Big brother all the way on all of us including forced installs of every...
Show More",3.0,"
solid company, good pects, lots of clever business strategies, backdoor gateway drug software pitches, price discrimination to really stick it to customers who can afford to cough up more chips.",Current Employee Senior Product Manager in Redmond WA,2019-04-25,microsoft
"
good work life balance and benefit",5.0,"
smart people around and growth",Current Employee Software Engineer,2019-04-10,microsoft
"
At time it gets pretty slow as compared to other tech companies",5.0,"
Amazing work culture and good work life balance",Current Employee Business Intelligence Data Analyst,2019-04-09,microsoft
"
sometimes can be stressful but over all its great place to work",5.0,"
Work From Home, great time off and vacations, good benefit",Current Employee Service Engineer in Redmond WA,2019-04-09,microsoft
"
Unrealistic sales numbers, poor communication between sellers and management",4.0,"
Positive (sometimes over the top/overbearing) environment, great benefits, great office space",Current Employee Sales Representative in Fargo ND,2019-04-23,microsoft
"
Compensation is not the best comparing with other top companies.",4.0,"
Microsoft is becoming more dynamic and open",Current Employee Senior Software Engineer in Redmond WA,2019-04-23,microsoft
"
Lots of company politics and bureaucracy.",5.0,"
Great facilities, buildings and benefits. Competitive salary.",Former Employee Attorney in Redmond WA,2019-04-05,microsoft
"
As a large an old company it can be slow. Employees can often be set in their ways and it can take a lot of internal negotiating to get things done. Individual performance rewards can get lost in such a large company (for good and bad).",5.0,"
Work life balance has been a very important factor for all teams I was on. They want you to have a healthy and productive balance. Employees are all extremely smart and talented (not always easy to get along with socially) but very skilled. You can work on products with ridiculous scale, some of the largest most impactful products in the industry. Internal mobility is very easy. Once at Microsoft you have a huge number...
Show More",Former Employee Senior PM Manager in Seattle WA,2019-04-08,microsoft
"
Politics, get in the game or die. Short sighted. Too much focus in short term results train long game win",2.0,"
Great health benefits, good bonus if you play politics well, 401K match and ESPP",Current Employee SDEII,2019-04-22,microsoft
"
Work life balance is a challenge",4.0,"
Lots of opportunity to learn and grow",Current Employee Senior ultant in Reston VA,2019-04-22,microsoft
"
Behind technology, still don’t work on new product",4.0,"
Work life balance is super good",Current Employee Senior Software Engineer,2019-04-21,microsoft
"
Many sub-par leads. Old school mind-set in some teams.",5.0,"
Great benefits. Large impact. Smart people.",Former Employee Program Manager II in Redmond WA,2019-04-03,microsoft
"
Not much r&d Focus on skill set improvements",4.0,"
Good work environment Good salary benefits",Current Employee Anonymous Employee in Redmond WA,2019-04-17,microsoft
"
Traffic and congenstion in the Seattle area and housing prices.",5.0,"
Breadth of products. The opportunity to work on a wide variety of products, yet stay in the same company. Benefits and pay are very competitive with the top software companies. Solid, competent and affective management all the way to the top.",Current Employee Software Development Manager in Redmond WA,2019-04-05,microsoft
"
1. Slow promotion (a lot more depends on ORG than personal performance) 2. Minimum stock refresher 3. Low compensation",2.0,"
1. WLB ( but I don't care much about this)",Current Employee SDEII,2019-04-19,microsoft
"
This is not a comment",4.0,"
A platform you can make impact",Current Employee Anonymous Employee,2019-04-19,microsoft
"
No istency on expectations from PM from team to team Lack of top down and sideways vision",4.0,"
Sharp & hungry minds to learn from",Former Employee Senior Product Manager in Seattle WA,2019-04-16,microsoft
"
Can be overwhelming, very steep learning curve",4.0,"
You can learn a lot very quickly in a very short time - Surrounded with nothing but incredibly smart and driven individuals.",Former Employee Software Engineer,2019-04-16,microsoft
"
Open floor desks makes me miss cubes",5.0,"
Great management and great job.",Current Employee Support Engineer in Seattle WA,2019-03-28,microsoft
"
Lots of bureaucracy, slow to get things moving at times",4.0,"
Lots of opportunities to try different roles, parts of company",Current Employee Program Manager,2019-04-15,microsoft
"
- Working outside of your sales role is discouraged by management, many times that discouragement is indirect. Management tells you that there are no borders in terms of upward mobility and that you're encouraged to work outside your role if you want to move up; This is complete nonsense. Management will discourage this since they are under tight budget traints and don't have the approval to pay what many of the employees...
Show More",3.0,"
- Benefits for part time including PTO, healthcare, discounts at many companies apart from Microsoft. - Okay starting wage for an entry level position. - Fun team members. - istent amount of hours (as long as you aren't demanding full time). - Lots of resources for developing your own skillset and networking. - College reimbursement is great for students.",Former Employee Product Advisor in Santa Clara CA,2019-04-14,microsoft
"
Compensation found to be below competitors",5.0,"
Work life balance Smart people everywhere",Current Employee Anonymous Employee,2019-04-03,microsoft
"
No  that I can think of.",5.0,"
All of them, no .",Current Employee Support Engineer,2019-04-02,microsoft
"
While Microsoft had supposedly abandoned the stack ranking system there are many aspects of it that still exist. The problem is that it is hard for Microsoft to maintain strong Individual Contributors because as they get promoted they get unfairly compared to Managers and their teams olidated accomplishments. There is a tendency for Microsoft to clean out older employees (48+) without a strong basis.",4.0,"
Great internal programs to promote continued learning and honing of various skills. Great benefits to help their customers build up savings and avoid costly pitfalls.",Former Employee Director of Sales in San Francisco CA,2019-04-16,microsoft
"
Politics, back stabbing, lack of diversity, retaliation, discrimination",1.0,"
Salary, Benefits, free food, travel, some good people to work with",Former Employee Program Manager,2019-05-08,microsoft
"
less salary compares to other",5.0,"
Work life balance. Good people to work with",Current Employee Software Engineer,2019-04-01,microsoft
"
Your manager can screw your life, and you can do nothing about it. HR is meant to support your manager do not expect anything from them. Let say you are a superstar in other team and a new team you joined manager doesn't like you and says ""Insufficient Result,"" your career at Microsoft is screwed. You cannot switch teams, and no one will hire you. Complain to HR goes down to drain. You have only two options, leave Microsoft...
Show More",4.0,"
This is the best company to work for and all benefits are great. Even though salary is average to below average.",Current Employee Senior Software Engineer in Redmond WA,2019-04-03,microsoft
"
With 110,000+ full time employees it’s really hard to get noticed. The position I was becoming increasingly non-technical and more sales like and lateral movement in the company was really difficult so I ended up just leaving.",4.0,"
A fair amount of independence and agency at least as a PFE. Very much you drive your own success, and not much Micromanagement. I generally found management and culture to strongly promote and embody work/life balance.",Former Employee Anonymous Employee,2019-04-11,microsoft
"
Big and political, complex environment",5.0,"
Great benefits, great company",Former Employee Product Marketing Manager in Seattle WA,2019-03-29,microsoft
"
Working here is like tantly drinking from a firehose 100% of the time. tant feeling of being overwhelmed. No downtime. Easy to burn out.",3.0,"
Great pay and benefits Work from home",Current Employee Premier Field Engineer,2019-04-12,microsoft
"
Not much ecosystem to learn from. still changing a lot and evolving.",3.0,"
Good Pay Good benefits Good variety of business Good transport",Former Employee Software Engineer in Redmond WA,2019-04-11,microsoft
"
Can have lots of politics and be slow moving",4.0,"
Great benefits and comfortable working environment",Former Employee Senior PM,2019-04-10,microsoft
"
nothing much Should increase the salary once in a while",4.0,"
good place to begin with",Former Employee Anonymous Employee,2019-04-08,microsoft
"
Long hours and a lot of strange rituals.",5.0,"
Incredibly high pay and amenities.",Current Employee Leader in Chicago IL,2019-03-24,microsoft
"
Pay is often less than other competitors",5.0,"
Often you get your own office",Current Employee Software Engineer II in Redmond WA,2019-03-20,microsoft
"
slow leadership decision making; lack of clear priority; office politics; heavy international travel; no work-life balance",3.0,"
Great salary and benefits. Many opportunities to contribute.",Current Employee Process Development Engineer,2019-04-07,microsoft
"
Don't have any negatives to say really. I've heard other tech giants pay more, but that is not something I concern myself with.",5.0,"
Working with brilliant people. Leading an entire industry Collective growth mindset Great work life balance Excellent benefits",Current Employee Software Engineer in Redmond WA,2019-03-22,microsoft
"
Too much ensus-driven, which means its hard to push for really innovative ideas.",4.0,"
Working on interesting projects with good benefits and work-life balance.",Former Employee Senior Manager in Redmond WA,2019-04-05,microsoft
"
Finding a focus area to go deep on can be a bit overwelming given the ever changing landscape of the day-to-day life of a ultant.",5.0,"
Non-stop learning opportunities. Incredible benefits. Great pay.",Current Employee ultant in Phoenix AZ,2019-03-21,microsoft
"
Politics and the need for agreements over agreements sometime stay in the way of progress. Too many meetings. No free food. Avoid bad managers that like to micro-manage and team with unhealthy competition.",4.0,"
Lots of good engineers with lots of interesting projects to work on. Finding a good fit in a team is mandatory.",Former Employee Software Engineer in Seattle WA,2019-04-04,microsoft
"
*work life balance hard to achieve",5.0,"
* opportunity to work with the best peers * learn new technologies everyday *Good pay",Former Employee Senior Software Engineer in Redmond WA,2019-03-20,microsoft
"
Expensive Canteen food Crowded office with current renovation work going on in campus Parking can be difficult if arriving late",5.0,"
Good Compensation Smart people Believe in changing the world Good work life balance (most of the time) Lots of opportunity Satya is a great leader",Current Employee Senior Software Engineer in Redmond WA,2019-03-20,microsoft
"
none that I could point",5.0,"
Great opportunities and smart people",Current Employee Anonymous Employee,2019-03-19,microsoft
"
I dont really have anything",5.0,"
good pay great culture teamwork environment a room for growth",Current Employee Product Advisor in Tampa FL,2019-03-12,microsoft
"
Not really a con for this position,",5.0,"
SD Work is great here at microsoft",Current Employee SDE1,2019-03-17,microsoft
"
Given that Microsoft has been around for so long, it's inevitable that it also has a lot of legacy and traditional beliefs that make it more bureaucratic at times. Leadership is working hard to change this though",4.0,"
Microsoft has an amazing culture that it's driving. It wants to instigate change in its products with good intentions. The company's also seen great growth the past few years.",Current Employee Program Manager II in Redmond WA,2019-03-31,microsoft
"
not-competitive base salary, Not given opportunities people need to grow!",3.0,"
great benefits, health care, stocks",Current Employee Senior Software Engineer in Redmond WA,2019-03-29,microsoft
"
Working hard and getting a lot done is not a guarantee of advancement. You need to be able to network with the right people to find your way into the role you choose.",4.0,"
Obviously it's a huge company, so realize there are career opportunities in every direction. They reward employees with a good salary and excellent benefits. You will be will be worked hard, so you need to be prepared for extra hours.",Former Employee Technical Solutions Professional in Reston VA,2019-03-30,microsoft
"
Internal politics is the name of the game.",3.0,"
You will work with many motivated and smart colleagues.",Former Employee Account Manager in Cincinnati OH,2019-03-28,microsoft
"
Onboarding is for an experienced hire is pretty much a nightmare. If you're not a person who is capable of figuring it out on your own, it may not be the right fit. I also feel like while its a large company with amazing operations, if I feel like I took a step back in my career. I went from having a great breadth of experience to specializing in a small niche of the company's operations, which does not initially feel...
Show More",4.0,"
Its an amazing company doing amazing things. I feel very proud to be an employee. Coming from a more traditional industry I feel completely spoiled here. I laugh at some of the people who complain. They have no clue.",Current Employee Senior Finance Manager,2019-03-17,microsoft
"
Process heavy so not as dynamic",4.0,"
Good salaries, lots of connections to more specific IT businesses",Former Employee Human Resources Manager in San Francisco CA,2019-03-27,microsoft
"
As you move up in ranks, the pay disparity between Microsoft and its competitors (Google, Amazon, Facebook) starts to grow, with Microsoft developers making substantially less than their counterparts. For some, this is okay if they value lifestyle more than career progression. For others, it's common to jump ship to another company. As with any other big company, there's layers and layers of bureaucracy. For most mature...
Show More",5.0,"
If you are fresh out of college, this is one of the best companies to work for. Like many other tech companies, there's a big emphasis on work-life balance and community building. In a lot of ways, it will feel like an extension of college in terms of the learning and events with other young professionals. Senior developers are, for the most part, very happy to mentor younger people and instill a sense of discipline....
Show More",Former Employee Software Development Engineer II in Redmond WA,2019-02-24,microsoft
"
-Lack of career development -Too many personal vendettas/conflicts -Management doesn't lead by example -Management tries to change things but never go through with it",3.0,"
-Great benefits -Great pay for a retail environment",Former Employee Product Advisor in Saint Louis MO,2019-03-25,microsoft
"
While moving within Microsoft has become easier, it is still not as frictionless as it should be. A large internal network is the best way to make things happen.",4.0,"
After Satya Nadella became CEO, Microsoft became again a great company to work for. He created clarity, made the right strategic and technical decision and created a positive work environment.",Former Employee Principal Engineering Manager in Redmond WA,2019-03-25,microsoft
"
Depending on what org you are in it can be extremely political and completely unhealthy - typically their projects are not that important and with a few questions and research its not hard to figure out what to avoid.",4.0,"
Lots of great resources to leverage, lots of great people to work with. Extremely important projects to work on.",Current Employee Senior Service Engineer Lead in Redmond WA,2019-03-25,microsoft
"
Lots of people just ""rest and vest"" meaning they don't do anything, literally Management in my department doesn't listen to concerns HR is there to support the organization, not you (the employee)",3.0,"
Decent benefits Decent pay Some people work hard",Former Employee Product Marketing in Redmond WA,2019-03-25,microsoft
"
Some leadership still thinks the old way before Satya",5.0,"
Depending in the role you could be responsible for a product/service that impacts billions of people and have fun while you do it",Current Employee Principal in Houston TX,2019-03-10,microsoft
"
Career growth is team dependent How good or bad things are is very team dependent",4.0,"
Great benefits Interesting work Employee friendly Great compensation",Former Employee Anonymous Employee in Sunnyvale CA,2019-03-23,microsoft
"
It is not a great culture",3.0,"
great benefits , salary and opportunity",Former Employee Analyst,2019-03-23,microsoft
"
Big corporation that sometimes moves slowly",5.0,"
Lots of opportunities to grow professionally",Former Employee Anonymous Employee,2019-03-08,microsoft
"
Work-life balance not good; at senior levels, tough to not be 'on duty' ALL the time. HIGH level of politics at CVP level, significant time spent managing this. MS is trying to 'solve' diversity & inclusion very aggressively, which is important but unfortunately means that some really great people who don't meet D+I criteria aren't recognized or rewarded at the level they should be (as in, rewards are moved down...
Show More",3.0,"
Great vision, strong potential, deep pockets, smart people, super benefits, discounts on MS software (not really on hardware), commitment to diversity + inclusion (but see ), rapid promotions for diverse employees.",Former Employee Senior Director in Redmond WA,2019-03-20,microsoft
"
Work-life balance not good; at senior levels, tough to not be 'on duty' ALL the time. HIGH level of politics at CVP level, significant time spent managing this. MS is trying to 'solve' diversity & inclusion very aggressively, which is important but unfortunately means that some really great people who don't meet D+I criteria aren't recognized or rewarded at the level they should be (as in, rewards are moved down...
Show More",3.0,"
Great vision, strong potential, deep pockets, smart people, super benefits, discounts on MS software (not really on hardware), commitment to diversity + inclusion (but see ), rapid promotions for diverse employees.",Former Employee Senior Director in Redmond WA,2019-03-20,microsoft
"
There isn't many  its a great place",5.0,"
Benefits, Company, People, Easy, Fun",Current Employee Advisor,2019-03-07,microsoft
"
Very corporate driven and sometimes har to influence",4.0,"
Great career path for further opportunities",Former Employee Sales Manager in Redmond WA,2019-03-20,microsoft
"
bad managers that wield power in evil ways",3.0,"
salary, some good managers, opportunity to code",Former Employee Senior Escalation Engineer in Seattle WA,2019-03-20,microsoft
"
Teambuilding and personal development was an opportunity in the team I was with.",5.0,"
Competitive benefits, great coworkers, and outstanding company culture.",Current Employee Assistant Specialty Store Manager,2019-03-05,microsoft
"
Hiring process takes months at the very least.",5.0,"
Benefits, culture, compensation, recognition, management.",Current Employee Product Advisor in Redmond WA,2019-03-01,microsoft
"
istency with scheduling but hey it's retail",5.0,"
Absolutely love the culture and salary is amazing for retail",Current Employee Assistant Manager,2019-03-04,microsoft
"
Inefficient team structure Slow development processes",4.0,"
Work Life Balance Team Members Manager Personal Development",Current Employee Software Engineer II in Redmond WA,2019-03-18,microsoft
"
No real  that I would warn a friend about, except perhaps that Microsoft employees work very hard.",5.0,"
Work for Microsoft for 8 years in Ireland and in Redmond, Seattle. Great company to work for. Very large difference between the environment in Dublin, Ireland, and Redmond, Seattle - both very positive in their own way.",Former Employee Software Design Engineer in Seattle WA,2019-02-28,microsoft
"
Some pockets still focused too heavily on politics but this is a minor issue",5.0,"
Great culture and people, awesome talent and environment",Former Employee Finance Director,2019-03-01,microsoft
"
None that I'm aware of",5.0,"
Managers are generally good, people around you support you, not overly bureaucratic",Current Employee Anonymous Employee,2019-03-01,microsoft
"
As priorities changed, I found myself working on very different work than I was hired for, which I didn't enjoy as much and couldn't perform as well in. It was frustrating because I felt there was still valuable work in my area of expertise, but it was being almost eliminated from the list of priorities. There wasn't much to assist in a transition to a new role; only pressure to adapt to the change.",5.0,"
Microsoft has a great culture and the people are wonderful to work with. They have a great work/life balance with lots of flexibility. The benefits were amazing.",Former Employee Software Engineer II in Seattle WA,2019-02-25,microsoft
"
Open workspaces, bureaucracy, some employees are entitled.",4.0,"
Competitive pay, when stock awards kick in it really helps, flexible work environment",Current Employee Senior Program Manager in Redmond WA,2019-03-14,microsoft
"
No . It is one of the best companies that people die to work for",4.0,"
Smart People who know what they are doing",Current Employee Software Engineer in Seattle WA,2019-03-13,microsoft
"
Lack of career building, pay discrepancy between management and employees",5.0,"
Benefits, pay, company, tuition reimbursement",Former Employee Product Advisor in Oklahoma City OK,2019-02-23,microsoft
"
Too political at times",5.0,"
Great culture, work experience and benefits",Former Employee Director,2019-02-26,microsoft
"
larger groups struggle and continue to support the old guard culture. If you thrive in politics but not high-value, customer-focused work aligned with data, you will do well here. If you don't fancy politics, find a smaller team at Microsoft or go work for Amazon.",4.0,"
hackathon knowledge sharing ability to find information from internal communities",Current Employee Program Management,2019-03-12,microsoft
"
Full Time plus commitment required. This is not a company to work for if you are afraid of putting in the hard work for a big reward.",5.0,"
Autonomy in role is great but you must be self directed. if so, you will thrive.",Former Employee Senior Technical Account Manager,2019-02-19,microsoft
"
Corporate politics, low salary compared to competitors in area",4.0,"
Good work life balance, good mobility and valuable impact",Current Employee Software Engineer in Redmond WA,2019-03-09,microsoft
"
Not many. I suppose field communication to headquarters isn’t always the strength.",5.0,"
tant learning. Excellent benefits. Technology savvy. Great people to work with. Team and individual environment. Innovative. Adapt to change being the only tant.",Former Employee Partner Account Manager in Dallas TX,2019-02-22,microsoft
"
Crazy office politics, backstabbing (unethical people that do whatever it takes to succeed), lack of teamwork, fallacies/brain washing, topped by a lot of ego.",2.0,"
Unlimited PTO, benefits package, competitive pay.",Current Employee Senior Premier Field Engineer,2019-03-10,microsoft
"
-lots of processes around releasing features",5.0,"
-great hours -great pay -smart people to work with",Current Employee Product Manager,2019-02-25,microsoft
"
Lots of middle management, cross-org collaboration is not efficient",4.0,"
Great work life balance, flexibility",Current Employee Anonymous Employee,2019-03-11,microsoft
"
Level wait is too long",5.0,"
Good company and work life balance",Current Employee Anonymous Employee,2019-02-24,microsoft
"
Level wait is too long",5.0,"
Good company and work life balance",Current Employee Anonymous Employee,2019-02-24,microsoft
"
part of the liberal bubble, too focused on hitting diversity quotas to the detriment of hiring the best candidate for the position",4.0,"
Challenging and intellectually stimulating work, lots of smart people, great compensation/benefits package",Current Employee Senior Finance Manager in Bellevue WA,2019-03-05,microsoft
"
As a PFE, you will be required to maintain utilization minimums, the same as a ultant would be. Stay billable or you lose. This creates false urgency and stress, as well as terrible work/life balance. Microsoft doesn't tell you in the interviews, but they want you to be a workshop trainer...providing actual support or ""fixing things"" is an afterthought and frowned upon, as that's not where the money is. MS should...
Show More",3.0,"
Benefits are excellent. Pretty much unlimited access to training and technology exposure...",Current Employee Premier Field Engineer,2019-02-28,microsoft
"
Work life balance does not exist but you need to set your own pace to find it.",5.0,"
The Benefits are great as well as the culture",Former Employee Human Resources Manager in Fort Lauderdale FL,2019-02-21,microsoft
"
internal politics at headquarters slowing down key initiatives from the field.",5.0,"
Stimulating and very well structured environment",Former Employee Business Development Manager in Redmond WA,2019-02-21,microsoft
"
Compensation is not on par with the industry",4.0,"
work life balance is great",Current Employee Anonymous Employee,2019-03-07,microsoft
"
No  at al. Such a great place to work",5.0,"
Great salary and excellent benfits",Current Employee Supply Chain Planner in Puerto Rico TX,2019-02-20,microsoft
"
Terrible leadership and organization. 5 re-orgs in 5 years. ""Bro-y"" leadership that hires friends in as management and no work gets done. Team members who actually do work are incredibly demoralized. It's said that you can switch teams or roles should you be interested, this is not true. You have to get all sorts of permission. It's the corporate red tape.",2.0,"
Good benefits and work-life balance",Former Employee Software Developer,2019-03-06,microsoft
"
Red tapes due to its business nature (enterprise software) that sometimes conflict with modern data-driven and fast iterative development practices. Also, not-invented-here culture is still pretty strong. Managers are given a lot of leverage at Microsoft. Bad managers float around and never held accountable. I had two managers who basically lost half of the team due to attrition, yet still, get retained and promoted...
Show More",4.0,"
There are some extremely smart people in all aspects of computing from desktop and enterprise software to online search engine to gaming & hardware design. You certainly can move within the company from project to project and get exposed to a range of interesting problems. Great benefit and fairly healthy work-life balance (although this may vary from to team).",Former Employee Software Engineer in Bellevue WA,2019-02-28,microsoft
"
Total waste of time especially for graduate hire old tech stack, backstabbing culture, less promotion and famous for low ball and underpay Lots of political games within orgs and teams People fight for visibility instead of improving code quality Leadership is cheap and never ider investing to their employee I VOTE WITH MY FEET!",1.0,"
Work life balance campus is beautiful",Former Employee Software Development Engineer,2019-03-22,microsoft
"
- no individual accountability - bureaucracy",5.0,"
- great pay - great work/life balance - smart co-workers",Current Employee Principal Program Manager,2019-02-13,microsoft
"
Performance rewards are based on impact but we don't quantify impact.. How and why rewards were given has become a black box. You will always be able to find a company that offers more pay/rewards.",4.0,"
Opportunities abound and you can explore a wide variety: different stages of businesses (research, incubation, startup, mature), different roles (software engineer, data scientist, etc.), different regions (USA, China, etc.), and many other dimensions. Make sure you know what your management chain values and how their performance is evaluated and work on projects that align to their values and performance goals. ...
Show More",Current Employee Principal Data Scientist in Redmond WA,2019-02-27,microsoft
"
Need better stock refreshers. Not fair returning interns get 120-150k stock, yet as a high performer who's initial stock grant has expired. Got an SSA, but doesn't compare to switching to a FANG.",4.0,"
If you want it, plenty of teams have good work-life balance. Plenty don't though.",Current Employee Senior Software Engineer in Redmond WA,2019-02-27,microsoft
"
Got political and internally focused at times.",4.0,"
Great people and products. Really invested in me and developed me a ton.",Former Employee Sales Director in Columbus OH,2019-03-01,microsoft
"
Wish i got more hours",4.0,"
Pay is really good and environment",Current Employee Anonymous Employee,2019-03-01,microsoft
"
old school hierarchy, short term vision regarding employees",4.0,"
Salary, benefits, colleagues, stock and opportunities",Former Employee Director in Bellevue WA,2019-02-28,microsoft
"
Going through a major reorg. Sometimes there is a lack of clarity.",4.0,"
Microsoft is back and in a big way. Their cloud business is a priority and very strategic.",Former Employee SSP,2019-02-28,microsoft
"
poor work/life balance and a stressful environment",3.0,"
Has good pay and leadership",Current Employee Anonymous Employee,2019-02-27,microsoft
"
compensations less than other companies",3.0,"
work-life balance, exposure to multiple possibilities inside company",Current Employee SDE2 in Bellevue WA,2019-02-27,microsoft
"
Need to understand the politics and be self driven about career growth in terms of ladder.",5.0,"
The work culture helps learn a lot and grow into a great engineer. There is a good growth mindset.",Current Employee Software Development Engineer in Redmond WA,2019-02-12,microsoft
